[CREDITS]
author=
email=
homepage=
url=
version=
date=
comment=
[DAT]
version=2.50
plugin=arcade.dll
split=
merge=
[EMULATOR]
refname=
version=
category=
[GAMES]
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-p1.bin¬00000000¬524288¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-s1.bin¬00000000¬65536¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-m1.bin¬00000000¬65536¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-v11.bin¬00000000¬524288¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-v21.bin¬00000000¬524288¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-v22.bin¬00000000¬524288¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-v23.bin¬00000000¬524288¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-c1.bin¬00000000¬524288¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-c2.bin¬00000000¬524288¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-c3.bin¬00000000¬524288¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-c4.bin¬00000000¬524288¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-c5.bin¬00000000¬524288¬¬¬
¬nam1975¬NAM-1975¬nam1975¬NAM-1975¬001-c6.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-p1.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-s1.bin¬00000000¬131072¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-m1.bin¬00000000¬65536¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-v11.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-v12.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-v13.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-v14.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-v21.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-c1.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-c2.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-c3.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-c4.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-c5.bin¬00000000¬524288¬¬¬
¬bstars¬Baseball Stars Professional¬bstars¬Baseball Stars Professional¬002-c6.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-p1.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-p2.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-s1.bin¬00000000¬131072¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-m1.bin¬00000000¬65536¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-v11.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-v21.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-v22.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-v23.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-v24.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-c1.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-c2.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-c3.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-c4.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-c5.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-c6.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-c7.bin¬00000000¬524288¬¬¬
¬tpgolf¬Top Player's Golf¬tpgolf¬Top Player's Golf¬003-c8.bin¬00000000¬524288¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-p1.bin¬00000000¬524288¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-s1.bin¬00000000¬65536¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-m1.bin¬00000000¬65536¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-v1.bin¬00000000¬524288¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-v2.bin¬00000000¬524288¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-v3.bin¬00000000¬524288¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-v4.bin¬00000000¬524288¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-v5.bin¬00000000¬524288¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-c1.bin¬00000000¬524288¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-c2.bin¬00000000¬524288¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-c3.bin¬00000000¬524288¬¬¬
¬mahretsu¬Mahjong Kyoretsuden¬mahretsu¬Mahjong Kyoretsuden¬004-c4.bin¬00000000¬524288¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-p1.bin¬00000000¬524288¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-s1.bin¬00000000¬131072¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-m1.bin¬00000000¬65536¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-v11.bin¬00000000¬524288¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-v21.bin¬00000000¬524288¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-v22.bin¬00000000¬524288¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-c1.bin¬00000000¬524288¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-c2.bin¬00000000¬524288¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-c3.bin¬00000000¬524288¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-c4.bin¬00000000¬524288¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-c5.bin¬00000000¬524288¬¬¬
¬maglord¬Magician Lord (set 1)¬maglord¬Magician Lord (set 1)¬005-c6.bin¬00000000¬524288¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-p1h.bin¬00000000¬524288¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-s1.bin¬00000000¬131072¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-m1.bin¬00000000¬65536¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-v11.bin¬00000000¬524288¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-v21.bin¬00000000¬524288¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-v22.bin¬00000000¬524288¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-c1.bin¬00000000¬524288¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-c2.bin¬00000000¬524288¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-c3.bin¬00000000¬524288¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-c4.bin¬00000000¬524288¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-c5.bin¬00000000¬524288¬¬¬
¬maglordh¬Magician Lord (set 2)¬maglordh¬Magician Lord (set 2)¬005-c6.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-p1.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-s1.bin¬00000000¬65536¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-m1.bin¬00000000¬131072¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-v11.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-v12.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-v21.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-v22.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-v23.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-v24.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-c1.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-c2.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-c3.bin¬00000000¬524288¬¬¬
¬ridhero¬Riding Hero (set 1)¬ridhero¬Riding Hero (set 1)¬006-c4.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-p1h.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-s1.bin¬00000000¬65536¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-m1.bin¬00000000¬131072¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-v11.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-v12.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-v21.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-v22.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-v23.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-v24.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-c1.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-c2.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-c3.bin¬00000000¬524288¬¬¬
¬ridheroh¬Riding Hero (set 2)¬ridheroh¬Riding Hero (set 2)¬006-c4.bin¬00000000¬524288¬¬¬
¬alpham2¬Alpha Mission II / ASO II - Last Guardian¬alpham2¬Alpha Mission II / ASO II - Last Guardian¬007-p1.bin¬00000000¬524288¬¬¬
¬alpham2¬Alpha Mission II / ASO II - Last Guardian¬alpham2¬Alpha Mission II / ASO II - Last Guardian¬007-p2.bin¬00000000¬131072¬¬¬
¬alpham2¬Alpha Mission II / ASO II - Last Guardian¬alpham2¬Alpha Mission II / ASO II - Last Guardian¬007-s1.bin¬00000000¬131072¬¬¬
